"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"MME",5.5499968446939e-105,0.703692533392041,0.505,0.131,1.86135794177344e-100,"stromal_3_patient6","MME"
"LEF1",5.9271662452676e-104,0.538281095063332,0.46,0.105,1.98785301533785e-99,"stromal_3_patient6","LEF1"
"WNT5A5",7.42619281397814e-104,0.750051480982118,0.631,0.19,2.49059654595199e-99,"stromal_3_patient6","WNT5A"
"CNTN13",2.23263713938754e-103,0.732562300425324,0.666,0.211,7.48781843807792e-99,"stromal_3_patient6","CNTN1"
"HTRA13",4.79196897292702e-103,1.05649727736936,0.983,0.743,1.60713055414026e-98,"stromal_3_patient6","HTRA1"
"RASL11B",1.27445010359702e-102,0.382668347252837,0.362,0.064,4.2742507574437e-98,"stromal_3_patient6","RASL11B"
"APCDD11",3.2726556598409e-101,0.773046622695695,0.633,0.202,1.09758325519744e-96,"stromal_3_patient6","APCDD1"
"ADAM22",3.88023948710454e-101,0.406549891102916,0.321,0.052,1.30135471918512e-96,"stromal_3_patient6","ADAM22"
"ENPP1",2.99548626472027e-99,0.493069394912589,0.38,0.073,1.00462618346188e-94,"stromal_3_patient6","ENPP1"
"SERPINE25",4.53542108818584e-95,0.763143100814361,0.698,0.241,1.52108952455577e-90,"stromal_3_patient6","SERPINE2"
"XBP14",1.59860170206477e-94,1.10312577986353,0.902,0.537,5.36139038838481e-90,"stromal_3_patient6","XBP1"
"LUM4",4.60005397584207e-94,0.945828366980801,0.97,0.695,1.54276610241791e-89,"stromal_3_patient6","LUM"
"TENT5C3",2.77120375216381e-90,0.672998412806153,0.614,0.199,9.29406314400698e-86,"stromal_3_patient6","TENT5C"
"IGHG35",2.42097384376535e-89,1.19818281349785,1,0.703,8.11946207722022e-85,"stromal_3_patient6","IGHG3"
"IGFBP26",2.52101233682721e-88,0.788476953393119,0.978,0.765,8.45497117525109e-84,"stromal_3_patient6","IGFBP2"
"IGLC26",7.10355516333027e-88,1.6512908610808,1,0.697,2.38239033067771e-83,"stromal_3_patient6","IGLC2"
"PRKD11",4.03568262841308e-87,0.389809613287822,0.395,0.087,1.35348723991718e-82,"stromal_3_patient6","PRKD1"
"NRXN21",7.06363894599585e-87,0.429245682958944,0.456,0.111,2.36900322970809e-82,"stromal_3_patient6","NRXN2"
"ST3GAL44",3.49134313868628e-85,0.587469122176617,0.586,0.185,1.17092666185261e-80,"stromal_3_patient6","ST3GAL4"
"ANTXR13",3.5165643626404e-81,0.868266887125809,0.874,0.516,1.17938535594234e-76,"stromal_3_patient6","ANTXR1"
"CD79A3",1.01502481117305e-80,0.630737940471965,0.495,0.145,3.40419021171216e-76,"stromal_3_patient6","CD79A"
"PDGFC3",3.07027057482879e-80,0.70467353956949,0.662,0.259,1.02970734538608e-75,"stromal_3_patient6","PDGFC"
"DLK13",1.83187030810916e-79,0.467046982818333,0.473,0.124,6.1437266393365e-75,"stromal_3_patient6","DLK1"
"C75",6.6981213664935e-79,0.871006406824271,0.952,0.456,2.24641594389459e-74,"stromal_3_patient6","C7"
"MZB13",2.17097507542195e-77,0.808656578819985,0.766,0.326,7.28101620795015e-73,"stromal_3_patient6","MZB1"
"KLHDC8A5",4.489331034552e-76,0.475530228229242,0.651,0.215,1.50563184236805e-71,"stromal_3_patient6","KLHDC8A"
"RASGRF23",2.05379593962447e-75,0.413168165260938,0.397,0.098,6.88802082231256e-71,"stromal_3_patient6","RASGRF2"
"LMCD12",2.17615688925227e-74,0.585092049432936,0.603,0.215,7.29839497517427e-70,"stromal_3_patient6","LMCD1"
"SPON23",4.32925005943309e-73,0.881190672946389,0.846,0.461,1.45194388493267e-68,"stromal_3_patient6","SPON2"
"SPARCL11",1.33246970680659e-72,0.797183947039793,0.948,0.635,4.46883690268794e-68,"stromal_3_patient6","SPARCL1"
"COL1A23",3.58272884491821e-67,0.637801761723644,1,0.924,1.20157560000867e-62,"stromal_3_patient6","COL1A2"
"TSPAN84",1.04454429145294e-66,0.42194944013156,0.434,0.123,3.50319264467486e-62,"stromal_3_patient6","TSPAN8"
"ISG153",2.326495340785e-66,0.951275955881542,0.868,0.513,7.80260007392473e-62,"stromal_3_patient6","ISG15"
"TCF215",3.64652853541196e-66,0.510893277993544,0.549,0.182,1.22297274020646e-61,"stromal_3_patient6","TCF21"
"SLC35E2A2",5.35374676596562e-66,0.415329115264528,0.464,0.145,1.79553959036955e-61,"stromal_3_patient6","SLC35E2A"
"MXRA84",1.25939702562216e-65,0.726965793412876,0.937,0.634,4.22376574453161e-61,"stromal_3_patient6","MXRA8"
"GADD45A2",7.7406352166959e-65,0.462459053136342,0.536,0.187,2.59605423897547e-60,"stromal_3_patient6","GADD45A"
"RPL39L",1.51632619126179e-64,0.415397417383705,0.364,0.096,5.08545478025379e-60,"stromal_3_patient6","RPL39L"
"SPOCK1",2.03484455443079e-63,0.405988858531413,0.284,0.063,6.82446166664997e-59,"stromal_3_patient6","SPOCK1"
"RUNX12",4.21221587623573e-63,0.632112322511398,0.755,0.371,1.41269296057194e-58,"stromal_3_patient6","RUNX1"
"FNDC13",4.35207398136297e-63,0.506385569014084,0.512,0.176,1.45959857186951e-58,"stromal_3_patient6","FNDC1"
"CDH116",9.91305024535673e-63,0.640238257767455,0.82,0.408,3.32463879128774e-58,"stromal_3_patient6","CDH11"
"CDH6",2.66823279697322e-62,0.453460863370478,0.447,0.136,8.94871915448877e-58,"stromal_3_patient6","CDH6"
"FKBP113",3.84511019804719e-62,0.493206311015478,0.547,0.204,1.28957305822107e-57,"stromal_3_patient6","FKBP11"
"PKDCC1",9.78628343151483e-62,0.772493252673289,0.625,0.274,3.28212373726144e-57,"stromal_3_patient6","PKDCC"
"JCHAIN4",1.76920371206297e-60,0.527711283127547,0.898,0.503,5.93355540951677e-56,"stromal_3_patient6","JCHAIN"
"POU2AF14",3.6625708125933e-60,0.446973030867971,0.451,0.149,1.22835299912754e-55,"stromal_3_patient6","POU2AF1"
"CILP1",8.20407154215888e-60,0.529596926523068,0.421,0.134,2.75148151380925e-55,"stromal_3_patient6","CILP"
"LAMB11",1.4146514364127e-59,0.583886357247044,0.672,0.306,4.74445798744091e-55,"stromal_3_patient6","LAMB1"
"BGN3",2.22911198894808e-59,0.68715451672783,0.972,0.733,7.47599578853408e-55,"stromal_3_patient6","BGN"
"CFH5",3.78733031324474e-58,0.670173557387411,0.8,0.442,1.27019484045602e-53,"stromal_3_patient6","CFH"
"TMEM983",5.53920539354966e-57,0.573236335443627,0.685,0.315,1.85773870488868e-52,"stromal_3_patient6","TMEM98"
"SSR43",5.57493064268111e-56,0.764154895250265,0.985,0.888,1.86972023894239e-51,"stromal_3_patient6","SSR4"
"SRPX22",7.71704033382541e-56,0.385261380925273,0.44,0.148,2.58814098715837e-51,"stromal_3_patient6","SRPX2"
"WLS4",1.17117649038006e-55,0.498381782930037,0.594,0.241,3.92789171343665e-51,"stromal_3_patient6","WLS"
"FAM30A3",1.24121897409113e-55,0.504408100099951,0.445,0.151,4.16280019530684e-51,"stromal_3_patient6","FAM30A"
"PCSK1N",2.80736586040851e-55,0.345351576132721,0.401,0.121,9.41534362263807e-51,"stromal_3_patient6","PCSK1N"
"COL8A13",5.10923617781576e-54,0.520075285978497,0.677,0.316,1.71353562931585e-49,"stromal_3_patient6","COL8A1"
"PGM12",1.46382422493676e-53,0.483679265151558,0.597,0.252,4.9093736855929e-49,"stromal_3_patient6","PGM1"
"BMI1",3.19738137294675e-53,0.499629111414892,0.603,0.257,1.07233776485888e-48,"stromal_3_patient6","BMI1"
"IRF42",1.26654035894527e-52,0.42309482007921,0.39,0.126,4.24772305583064e-48,"stromal_3_patient6","IRF4"
"FCRL5",1.81136561943175e-52,0.327929164535186,0.321,0.09,6.0749580144502e-48,"stromal_3_patient6","FCRL5"
"IGFBP32",1.83427419934132e-52,0.833167267739666,0.902,0.637,6.15178880975092e-48,"stromal_3_patient6","IGFBP3"
"LOXL12",2.01860776347176e-52,0.53323425458095,0.629,0.284,6.77000671713158e-48,"stromal_3_patient6","LOXL1"
"CADM1",4.38777392937428e-52,0.402292460040595,0.484,0.179,1.47157162043355e-47,"stromal_3_patient6","CADM1"
"NKD21",1.23750879331597e-51,0.360305212863815,0.312,0.087,4.15035699102309e-47,"stromal_3_patient6","NKD2"
"FKBP92",4.94399806293796e-51,0.641150370725368,0.796,0.466,1.65811807034813e-46,"stromal_3_patient6","FKBP9"
"SEMA3C4",1.18737503243538e-50,0.607598664608008,0.774,0.43,3.98221838378177e-46,"stromal_3_patient6","SEMA3C"
"CTNNB12",2.77354507880985e-50,0.610650809798125,0.95,0.711,9.30191548531248e-46,"stromal_3_patient6","CTNNB1"
"FHL25",4.37490071483621e-50,0.373081581672687,0.664,0.282,1.46725420174177e-45,"stromal_3_patient6","FHL2"
"ETV1",7.2212748398315e-50,0.281728763964043,0.291,0.078,2.42187115578269e-45,"stromal_3_patient6","ETV1"
"DENND5B2",1.87942046801096e-49,0.296016143347344,0.328,0.095,6.30320036561515e-45,"stromal_3_patient6","DENND5B"
"COLEC115",3.58414206803652e-49,0.34649616396531,0.41,0.134,1.20204956677809e-44,"stromal_3_patient6","COLEC11"
"SSPN4",4.77543822373744e-49,0.424365018104998,0.597,0.251,1.60158647147706e-44,"stromal_3_patient6","SSPN"
"SERINC51",6.89685668829891e-48,0.486653696468637,0.581,0.26,2.31306779612169e-43,"stromal_3_patient6","SERINC5"
"FOXL23",3.5777829358934e-46,0.275589870745928,0.38,0.122,1.19991684103993e-41,"stromal_3_patient6","FOXL2"
"HMCN12",9.30562633970822e-46,0.375085670611347,0.39,0.134,3.12092096181134e-41,"stromal_3_patient6","HMCN1"
"CCND2",2.83686378962477e-45,0.568005138592501,0.733,0.389,9.51427377764355e-41,"stromal_3_patient6","CCND2"
"OSMR2",3.01211524006212e-45,0.313632195060786,0.443,0.162,1.01020320921203e-40,"stromal_3_patient6","OSMR"
"RHOBTB34",1.0815762875857e-44,0.356682608877271,0.562,0.234,3.62739055330491e-40,"stromal_3_patient6","RHOBTB3"
"PIM24",1.21541413744607e-44,0.587209456321003,0.562,0.26,4.07625593416664e-40,"stromal_3_patient6","PIM2"
"CPXM22",1.30754134042356e-44,0.370326891683147,0.484,0.189,4.38523214751254e-40,"stromal_3_patient6","CPXM2"
"SPRED2",1.63214237772306e-44,0.268504900294995,0.325,0.1,5.4738791064076e-40,"stromal_3_patient6","SPRED2"
"OLFML13",1.74643876036081e-44,0.32106087446865,0.412,0.146,5.85720631449808e-40,"stromal_3_patient6","OLFML1"
"FIBIN2",2.24919174057675e-44,0.453746063777434,0.46,0.181,7.5433392595463e-40,"stromal_3_patient6","FIBIN"
"ZEB1",7.45114120979691e-44,0.34400235094798,0.451,0.172,2.49896373894169e-39,"stromal_3_patient6","ZEB1"
"C6orf482",9.26290087999454e-44,0.556832285866852,0.855,0.57,3.10659169713257e-39,"stromal_3_patient6","C6orf48"
"PRDM1",1.25668869673025e-42,0.348713855179304,0.373,0.133,4.21468255109392e-38,"stromal_3_patient6","PRDM1"
"F2R1",4.39296497955309e-42,0.347399273969917,0.423,0.163,1.47331259484251e-37,"stromal_3_patient6","F2R"
"IFIT11",8.13526284282064e-42,0.439933056308492,0.544,0.245,2.72840445222519e-37,"stromal_3_patient6","IFIT1"
"C3orf58",1.64948498705874e-41,0.267809558896405,0.364,0.127,5.53204274959759e-37,"stromal_3_patient6","C3orf58"
"VSNL11",2.61881776406032e-41,0.258428531010331,0.252,0.069,8.78299101710549e-37,"stromal_3_patient6","VSNL1"
"TSPAN93",3.48137671414307e-41,0.385122981699332,0.56,0.246,1.1675841223893e-36,"stromal_3_patient6","TSPAN9"
"TUBB3",5.48184602979127e-41,0.509445470064849,0.976,0.863,1.83850152147139e-36,"stromal_3_patient6","TUBB"
"PLK2",6.86994420474115e-41,0.306106017578513,0.416,0.158,2.30404188738609e-36,"stromal_3_patient6","PLK2"
"LINC00665",1.73279675177792e-40,0.28321635030828,0.299,0.092,5.8114537461128e-36,"stromal_3_patient6","LINC00665"
"TENM43",2.1906938534432e-40,0.262078366630317,0.354,0.12,7.3471490456778e-36,"stromal_3_patient6","TENM4"
"ITM2C3",2.72181094460899e-40,0.532976982654276,0.876,0.564,9.12840954602963e-36,"stromal_3_patient6","ITM2C"
"PLSCR41",5.44900042389187e-40,0.299640132706515,0.425,0.157,1.82748576216486e-35,"stromal_3_patient6","PLSCR4"
"CREB3L13",7.01796571248106e-40,0.373784570220261,0.458,0.183,2.3536853406519e-35,"stromal_3_patient6","CREB3L1"
"TXNDC53",7.27465598179598e-40,0.428244063551599,0.636,0.319,2.43977412317473e-35,"stromal_3_patient6","TXNDC5"
"LRRN2",8.77452954535705e-40,0.282559267889275,0.312,0.1,2.94280171892185e-35,"stromal_3_patient6","LRRN2"
"IFI44L3",1.56945498883678e-39,0.429210982454708,0.529,0.243,5.26363814156081e-35,"stromal_3_patient6","IFI44L"
"CYR613",1.68016934350922e-39,0.277319858421037,0.861,0.478,5.63495194426121e-35,"stromal_3_patient6","CYR61"
"CD224",3.01765101349935e-39,0.275222384033561,0.486,0.199,1.01205979690741e-34,"stromal_3_patient6","CD22"
"SEC11C2",6.09481474586258e-39,0.484619662647347,0.629,0.325,2.04407896946739e-34,"stromal_3_patient6","SEC11C"
"B3GNT9",6.48143854384853e-39,0.300482883257886,0.349,0.121,2.17374485883592e-34,"stromal_3_patient6","B3GNT9"
"ENAH5",7.48986133020458e-39,0.362772981089972,0.605,0.281,2.51194969292401e-34,"stromal_3_patient6","ENAH"
"ADGRA21",9.03943577120531e-39,0.391745081396053,0.564,0.262,3.03164596894684e-34,"stromal_3_patient6","ADGRA2"
"WWTR14",1.74617056574683e-38,0.442483552527622,0.677,0.359,5.85630684340173e-34,"stromal_3_patient6","WWTR1"
"CD38",2.83050201516877e-38,0.296231325367783,0.293,0.095,9.49293765847303e-34,"stromal_3_patient6","CD38"
"LGR51",3.3005197008353e-38,0.267242119571699,0.252,0.073,1.10692829726614e-33,"stromal_3_patient6","LGR5"
"RNF144A2",5.17841115211385e-38,0.374303264158143,0.438,0.178,1.73673553219594e-33,"stromal_3_patient6","RNF144A"
"SKIL",7.23034679883768e-37,0.447853185745848,0.612,0.309,2.42491370939418e-32,"stromal_3_patient6","SKIL"
"IGFBP54",3.11593499677702e-36,0.509370907490518,0.965,0.743,1.04502227921908e-31,"stromal_3_patient6","IGFBP5"
"TBL1XR11",3.71111365274165e-36,0.475880368573998,0.714,0.4,1.24463329685649e-31,"stromal_3_patient6","TBL1XR1"
"SVIL5",3.95927701708983e-36,0.328490198840719,0.586,0.268,1.32786232599159e-31,"stromal_3_patient6","SVIL"
"YAP15",8.80345571535403e-36,0.416435993728233,0.703,0.385,2.95250297781543e-31,"stromal_3_patient6","YAP1"
"PDGFRA5",9.76396080299106e-36,0.457153604716106,0.738,0.43,3.27463717410714e-31,"stromal_3_patient6","PDGFRA"
"WISP11",1.40295474633955e-35,0.297252220570495,0.43,0.178,4.70522962827357e-31,"stromal_3_patient6","WISP1"
"VASN2",2.10943050615245e-35,0.372521375512819,0.56,0.263,7.0746080315341e-31,"stromal_3_patient6","VASN"
"MGP2",2.9722953251076e-35,0.519726696159611,0.926,0.72,9.96848406134588e-31,"stromal_3_patient6","MGP"
"ZNF5321",4.095503946277e-35,0.298567382317391,0.438,0.181,1.37355011350238e-30,"stromal_3_patient6","ZNF532"
"CMTM31",4.45574577229661e-35,0.503923665250004,0.701,0.418,1.49436801711284e-30,"stromal_3_patient6","CMTM3"
"PROS14",6.58204861186503e-35,0.328761972055395,0.56,0.263,2.20748746344729e-30,"stromal_3_patient6","PROS1"
"MSRB3",6.80884446843577e-35,0.287449041832768,0.371,0.141,2.28355025782399e-30,"stromal_3_patient6","MSRB3"
"DNAJB9",9.05918802832415e-35,0.295186059324991,0.438,0.189,3.03827048093935e-30,"stromal_3_patient6","DNAJB9"
"CTSO1",1.24909906236746e-34,0.269438029767872,0.443,0.185,4.18922843536799e-30,"stromal_3_patient6","CTSO"
"COL15A11",1.96754216205065e-34,0.367262693016339,0.397,0.162,6.59874290308547e-30,"stromal_3_patient6","COL15A1"
"COL4A11",2.01879139024066e-34,0.404598906156919,0.646,0.338,6.77062256458911e-30,"stromal_3_patient6","COL4A1"
"JAM33",2.66436312553106e-34,0.280251603031481,0.469,0.196,8.93574105040608e-30,"stromal_3_patient6","JAM3"
"CLEC11A5",4.80822908041872e-34,0.440634782871749,0.725,0.417,1.61258386899083e-29,"stromal_3_patient6","CLEC11A"
"FAM168A1",5.45982717928677e-34,0.310025288657229,0.477,0.21,1.8311168393892e-29,"stromal_3_patient6","FAM168A"
"IGHM5",6.08323157721105e-34,1.4022954133117,0.881,0.568,2.04019420636504e-29,"stromal_3_patient6","IGHM"
"SESN34",8.91520532274563e-34,0.284949915180327,0.536,0.245,2.98998156114243e-29,"stromal_3_patient6","SESN3"
"EGR31",1.13169718749449e-33,0.259096801904777,0.338,0.122,3.79548602741902e-29,"stromal_3_patient6","EGR3"
"SNED11",1.81635733828167e-33,0.322987316831524,0.495,0.224,6.09169924112907e-29,"stromal_3_patient6","SNED1"
"MSI25",6.91674887483309e-33,0.310036803774072,0.501,0.229,2.31973923764152e-28,"stromal_3_patient6","MSI2"
"DNM3OS4",8.38400134039246e-33,0.287200667540652,0.516,0.232,2.81182636954082e-28,"stromal_3_patient6","DNM3OS"
"SYNPO5",1.0561690366161e-32,0.288545397057828,0.612,0.296,3.54217971500308e-28,"stromal_3_patient6","SYNPO"
"PTP4A31",2.01528901527508e-32,0.315863314383829,0.497,0.231,6.75887629942957e-28,"stromal_3_patient6","PTP4A3"
"FBL2",3.33880153429529e-32,0.449532672144308,0.805,0.516,1.11976725857195e-27,"stromal_3_patient6","FBL"
"PLEKHG21",4.24592824905879e-32,0.252006099772712,0.341,0.127,1.42399941616934e-27,"stromal_3_patient6","PLEKHG2"
"UCHL12",7.86625365649967e-32,0.323515843253539,0.401,0.171,2.63818415131686e-27,"stromal_3_patient6","UCHL1"
"FXR1",1.51209841673788e-31,0.337645225545532,0.62,0.327,5.07127567005551e-27,"stromal_3_patient6","FXR1"
"LBH3",1.52109366127648e-31,0.329558102658199,0.594,0.302,5.10144392118905e-27,"stromal_3_patient6","LBH"
"SLC44A11",1.95615832976404e-31,0.407589634663863,0.638,0.344,6.56056380636264e-27,"stromal_3_patient6","SLC44A1"
"CSTA1",2.47900224662209e-31,0.269978534136703,0.462,0.211,8.31407773472117e-27,"stromal_3_patient6","CSTA"
"LIX1L2",3.39668907607959e-31,0.32560954362706,0.534,0.259,1.13918158233557e-26,"stromal_3_patient6","LIX1L"
"ELL21",4.62927097690115e-31,0.349942177918,0.503,0.247,1.55256490023311e-26,"stromal_3_patient6","ELL2"
"MAGED15",6.39689334395773e-31,0.38782422228121,0.779,0.485,2.14539008969654e-26,"stromal_3_patient6","MAGED1"
"FBN14",6.9168334419231e-31,0.375545716426873,0.675,0.379,2.31976759975217e-26,"stromal_3_patient6","FBN1"
"PPFIBP15",8.43008236029226e-31,0.327820826295417,0.588,0.306,2.82728102199482e-26,"stromal_3_patient6","PPFIBP1"
"ITPRIPL2",1.2066443370162e-30,0.364478471594495,0.612,0.332,4.04684377748494e-26,"stromal_3_patient6","ITPRIPL2"
"RASSF8",1.5466800606692e-30,0.255166127136733,0.345,0.137,5.18725558747237e-26,"stromal_3_patient6","RASSF8"
"NR2F25",1.61728118188136e-30,0.35665106522246,0.755,0.42,5.42403762779372e-26,"stromal_3_patient6","NR2F2"
"ANKH1",1.69971784718597e-30,0.317612849251195,0.542,0.276,5.70051371589229e-26,"stromal_3_patient6","ANKH"
"C1S7",1.73274967251448e-30,0.464813676577007,0.937,0.781,5.81129585167906e-26,"stromal_3_patient6","C1S"
"CKAP42",1.99902604598899e-30,0.346223114181719,0.601,0.317,6.70433355303789e-26,"stromal_3_patient6","CKAP4"
"ISG203",5.80118255078526e-30,0.274050635017694,0.436,0.196,1.94560060388236e-25,"stromal_3_patient6","ISG20"
"AMOTL1",6.11524829156632e-30,0.256658154001588,0.393,0.167,2.05093197202551e-25,"stromal_3_patient6","AMOTL1"
"BOC1",7.86515455268793e-30,0.253363959024603,0.603,0.295,2.63781553388048e-25,"stromal_3_patient6","BOC"
"SLAMF75",8.62847076461555e-30,0.326971747547378,0.531,0.267,2.89381652503676e-25,"stromal_3_patient6","SLAMF7"
"TSC22D3",3.28166570710914e-29,0.329727206922935,0.597,0.323,1.10060504485026e-24,"stromal_3_patient6","TSC22D3"
"CDK6",3.9526456412322e-29,0.307877924752188,0.319,0.126,1.32563829515645e-24,"stromal_3_patient6","CDK6"
"PRDX43",4.53544277969524e-29,0.395568405346101,0.759,0.495,1.52109679945419e-24,"stromal_3_patient6","PRDX4"
"PHLDA12",1.12308307200606e-28,0.271738919063395,0.432,0.201,3.76659600689392e-24,"stromal_3_patient6","PHLDA1"
"ZNF146",2.53313467861156e-28,0.314141281374479,0.46,0.216,8.49562708512746e-24,"stromal_3_patient6","ZNF146"
"NCAM12",4.06107417419625e-28,0.305614881697857,0.332,0.131,1.36200305654194e-23,"stromal_3_patient6","NCAM1"
"TIMP23",5.16706197547828e-28,0.396869978075729,0.972,0.902,1.7329292453359e-23,"stromal_3_patient6","TIMP2"
"DNAJC19",9.16135924383195e-28,0.310388029094101,0.516,0.262,3.07253666319636e-23,"stromal_3_patient6","DNAJC19"
"LAMC12",1.24302251479227e-27,0.360194250222938,0.67,0.388,4.16884891011033e-23,"stromal_3_patient6","LAMC1"
"PAM5",1.82096213811007e-27,0.417062630053959,0.696,0.425,6.10714281879354e-23,"stromal_3_patient6","PAM"
"PTK74",4.74601398144103e-27,0.359495102678035,0.685,0.404,1.59171816909569e-22,"stromal_3_patient6","PTK7"
"AKT21",5.21103862675267e-27,0.321277860147884,0.61,0.331,1.74767813464031e-22,"stromal_3_patient6","AKT2"
"TXNDC15",5.24489309080648e-27,0.26607041016875,0.51,0.254,1.75903224479468e-22,"stromal_3_patient6","TXNDC15"
"FSCN13",5.86385461938641e-27,0.329251357723696,0.677,0.38,1.96661956224981e-22,"stromal_3_patient6","FSCN1"
"PALLD1",6.81780175953576e-27,0.361909023275651,0.683,0.401,2.2865543541131e-22,"stromal_3_patient6","PALLD"
"SEL1L2",8.707673442453e-27,0.326824851654358,0.679,0.394,2.92037951912989e-22,"stromal_3_patient6","SEL1L"
"SLIT3",1.04447961085437e-26,0.274052021443204,0.473,0.223,3.5029757188834e-22,"stromal_3_patient6","SLIT3"
"GOLIM4",1.60040771539411e-26,0.321103936899162,0.538,0.282,5.36744739588877e-22,"stromal_3_patient6","GOLIM4"
"PXDN",1.69667545599874e-26,0.267396996599636,0.488,0.242,5.69031014432858e-22,"stromal_3_patient6","PXDN"
