"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"AKR1A11",8.47251690186774e-10,0.351582252450301,0.724,0.518,2.8415127185484e-05,"stromal_3_patient5","AKR1A1"
"CSF11",8.76358265116309e-10,0.291788647141488,0.434,0.244,2.93913034954708e-05,"stromal_3_patient5","CSF1"
"METTL7A",9.18144491040221e-10,0.336953031724279,0.602,0.395,3.07927299405069e-05,"stromal_3_patient5","METTL7A"
"DAB21",1.01414904884714e-09,0.338320146459142,0.629,0.418,3.40125308002353e-05,"stromal_3_patient5","DAB2"
"APOL13",1.04704745926117e-09,0.451217761850422,0.579,0.423,3.51158776887011e-05,"stromal_3_patient5","APOL1"
"MAPK131",1.09229645997461e-09,0.257271359935718,0.317,0.16,3.66334386746285e-05,"stromal_3_patient5","MAPK13"
"ALDH21",1.14695434639912e-09,0.332522346306187,0.611,0.398,3.84665548695337e-05,"stromal_3_patient5","ALDH2"
"FBN13",1.15626678766934e-09,0.366917732844126,0.597,0.392,3.87788755248544e-05,"stromal_3_patient5","FBN1"
"GRB21",1.31552154011251e-09,0.282076598741552,0.706,0.465,4.41199614122933e-05,"stromal_3_patient5","GRB2"
"LHFPL21",1.32687439628294e-09,0.253891054817316,0.548,0.324,4.45007135025373e-05,"stromal_3_patient5","LHFPL2"
"SSR11",1.39446540561751e-09,0.364993507009187,0.688,0.483,4.67675807736001e-05,"stromal_3_patient5","SSR1"
"BHLHE401",1.46355857415543e-09,0.349178842130192,0.425,0.248,4.90848274600249e-05,"stromal_3_patient5","BHLHE40"
"NCOA41",1.54687487388403e-09,0.371748359693862,0.647,0.436,5.18790895203227e-05,"stromal_3_patient5","NCOA4"
"SLC47A11",1.65684151636613e-09,0.268444056278688,0.258,0.121,5.55671507758872e-05,"stromal_3_patient5","SLC47A1"
"ENTPD11",1.71994923352168e-09,0.25628454328396,0.326,0.169,5.768365739385e-05,"stromal_3_patient5","ENTPD1"
"CPM2",1.73212053911109e-09,0.257132268121171,0.385,0.206,5.80918586407078e-05,"stromal_3_patient5","CPM"
"SLAMF82",1.75892664857677e-09,0.343082297975124,0.353,0.191,5.89908819399678e-05,"stromal_3_patient5","SLAMF8"
"UBE2F1",1.82179507841696e-09,0.310749127620088,0.371,0.209,6.10993633399479e-05,"stromal_3_patient5","UBE2F"
"FCGR1A1",1.90604273258891e-09,0.265853555026399,0.344,0.181,6.39248611655669e-05,"stromal_3_patient5","FCGR1A"
"NFKBIE1",2.03672747675426e-09,0.340547788390203,0.317,0.168,6.83077661153845e-05,"stromal_3_patient5","NFKBIE"
"OSTC1",2.17884739569408e-09,0.352460715207114,0.593,0.417,7.30741839567879e-05,"stromal_3_patient5","OSTC"
"PTPRJ1",2.36805336852963e-09,0.277275836214253,0.33,0.175,7.94197738737469e-05,"stromal_3_patient5","PTPRJ"
"IQGAP21",2.45586117683043e-09,0.324134341658213,0.299,0.154,8.23646721485391e-05,"stromal_3_patient5","IQGAP2"
"RSRP1",2.46377009114053e-09,0.324283682954438,0.579,0.379,8.26299213166712e-05,"stromal_3_patient5","RSRP1"
"MMP113",2.61152284482456e-09,0.352334958568091,0.471,0.272,8.7585253169726e-05,"stromal_3_patient5","MMP11"
"HK11",2.65384654529658e-09,0.30104237712114,0.484,0.292,8.90047054361566e-05,"stromal_3_patient5","HK1"
"TMEM167A1",2.66272569364681e-09,0.36095119649458,0.502,0.311,8.93024943135268e-05,"stromal_3_patient5","TMEM167A"
"UNC93B11",2.69891879232686e-09,0.274591839571712,0.62,0.401,9.05163384570582e-05,"stromal_3_patient5","UNC93B1"
"FMNL12",2.78697108035908e-09,0.271821865368166,0.371,0.204,9.34694360930828e-05,"stromal_3_patient5","FMNL1"
"DENND3",2.9735832709171e-09,0.28974705209323,0.276,0.138,9.97280357400178e-05,"stromal_3_patient5","DENND3"
"ARL6IP11",3.04706087897734e-09,0.359559345494031,0.593,0.417,0.000102192327759142,"stromal_3_patient5","ARL6IP1"
"STK4",3.31424668508353e-09,0.252282251963362,0.335,0.178,0.000111153205324331,"stromal_3_patient5","STK4"
"LAT21",3.63224084586175e-09,0.299952190156924,0.258,0.127,0.000121818093488511,"stromal_3_patient5","LAT2"
"C5AR11",3.66102506165485e-09,0.319258842405138,0.357,0.193,0.00012278345851778,"stromal_3_patient5","C5AR1"
"EIF5AL11",4.00453156528355e-09,0.325918819173199,0.43,0.258,0.00013430397963648,"stromal_3_patient5","EIF5AL1"
"XBP13",4.01412429985214e-09,0.324993383714557,0.747,0.556,0.000134625700768441,"stromal_3_patient5","XBP1"
"SLC43A31",4.05433252993613e-09,0.303878787343957,0.471,0.276,0.000135974204388998,"stromal_3_patient5","SLC43A3"
"SMCO41",4.13838486700319e-09,0.314301693915345,0.353,0.197,0.000138793151669553,"stromal_3_patient5","SMCO4"
"PLEKHO21",4.29963652823739e-09,0.3515380248414,0.493,0.301,0.000144201209884026,"stromal_3_patient5","PLEKHO2"
"IGFBP25",4.56469845952473e-09,0.349729085995127,0.882,0.776,0.00015309085693554,"stromal_3_patient5","IGFBP2"
"GIT2",4.71292055235617e-09,0.282665776920345,0.407,0.235,0.000158061929484921,"stromal_3_patient5","GIT2"
"TRPV21",5.4320287350258e-09,0.334006534338476,0.407,0.232,0.000182179379715295,"stromal_3_patient5","TRPV2"
"ICAM12",5.49643420310061e-09,0.347903674009051,0.534,0.346,0.000184339410303588,"stromal_3_patient5","ICAM1"
"ATP6AP11",5.51687767607874e-09,0.336982906318805,0.742,0.548,0.000185025043500329,"stromal_3_patient5","ATP6AP1"
"ARHGAP301",5.5536635093142e-09,0.257003947630077,0.339,0.183,0.00018625876677538,"stromal_3_patient5","ARHGAP30"
"RPN2",5.95397045385761e-09,0.354398873984727,0.778,0.631,0.000199684261081477,"stromal_3_patient5","RPN2"
"ACSL11",6.52224044148481e-09,0.297711066422816,0.416,0.238,0.000218742899926518,"stromal_3_patient5","ACSL1"
"LAP31",6.56216653632351e-09,0.28601299531899,0.611,0.395,0.000220081941295218,"stromal_3_patient5","LAP3"
"SPCS33",6.65161465643795e-09,0.343653239709331,0.624,0.433,0.000223081852347616,"stromal_3_patient5","SPCS3"
"CARD8",6.95032378287427e-09,0.266042594159812,0.353,0.196,0.000233099959030037,"stromal_3_patient5","CARD8"
"THEMIS22",7.24134154252659e-09,0.345710873556657,0.398,0.232,0.000242860112653257,"stromal_3_patient5","THEMIS2"
"TENT5C2",7.36288144698011e-09,0.290393046529927,0.394,0.223,0.000246936317968819,"stromal_3_patient5","TENT5C"
"SLC35F61",7.61301517019833e-09,0.318511752826655,0.434,0.26,0.000255325302778112,"stromal_3_patient5","SLC35F6"
"SBNO2",7.64941120230312e-09,0.367050543184493,0.462,0.295,0.000256545952902842,"stromal_3_patient5","SBNO2"
"ATP13A31",7.87449005077221e-09,0.346521886840202,0.471,0.29,0.000264094647322798,"stromal_3_patient5","ATP13A3"
"IRF12",8.16282908169013e-09,0.32736743691773,0.493,0.313,0.000273764961741723,"stromal_3_patient5","IRF1"
"PLXNA11",8.16753008760741e-09,0.343738412209563,0.448,0.274,0.000273922624078177,"stromal_3_patient5","PLXNA1"
"CD142",8.62361746288514e-09,0.297468278117633,0.801,0.602,0.000289218882470242,"stromal_3_patient5","CD14"
"RNF166",8.96767324648897e-09,0.324353223218787,0.371,0.212,0.000300757825340747,"stromal_3_patient5","RNF166"
"ARPC32",9.16912664000687e-09,0.367746432694566,0.792,0.592,0.000307514169252551,"stromal_3_patient5","ARPC3"
"CDC42SE2",9.41285366600783e-09,0.349731128078685,0.412,0.248,0.000315688286250571,"stromal_3_patient5","CDC42SE2"
"GGA21",1.13571091706089e-08,0.325095788626862,0.511,0.332,0.000380894727363881,"stromal_3_patient5","GGA2"
"CD591",1.21383375974083e-08,0.288473838834334,0.882,0.749,0.00040709556634188,"stromal_3_patient5","CD59"
"ARPC51",1.23383510757299e-08,0.329392451576382,0.801,0.602,0.000413803618377829,"stromal_3_patient5","ARPC5"
"TPST21",1.24024616134701e-08,0.323735285539441,0.43,0.263,0.00041595375759256,"stromal_3_patient5","TPST2"
"OAS31",1.24994907689009e-08,0.308470703326604,0.367,0.21,0.000419207921407398,"stromal_3_patient5","OAS3"
"PCOLCE5",1.38597042952143e-08,0.266879749095797,0.805,0.619,0.000464826762652897,"stromal_3_patient5","PCOLCE"
"GRAMD41",1.51281526969769e-08,0.287840324042126,0.335,0.189,0.000507367985151212,"stromal_3_patient5","GRAMD4"
"CFLAR1",1.64151534774213e-08,0.276529201023946,0.584,0.385,0.000550531417325754,"stromal_3_patient5","CFLAR"
"LILRB31",1.79323538402223e-08,0.2582363282594,0.29,0.148,0.000601415283093375,"stromal_3_patient5","LILRB3"
"HECA",1.80155872450752e-08,0.283746729724219,0.308,0.169,0.000604206765025332,"stromal_3_patient5","HECA"
"RAB201",1.89066465418365e-08,0.269494855598686,0.33,0.181,0.000634091111720114,"stromal_3_patient5","RAB20"
"CFB1",1.93303509593991e-08,0.275197027868096,0.403,0.24,0.000648301310476327,"stromal_3_patient5","CFB"
"TPM31",2.12873894334987e-08,0.347213005562259,0.742,0.558,0.000713936466820681,"stromal_3_patient5","TPM3"
"VMP12",2.77467557722465e-08,0.263476636620972,0.833,0.66,0.000930570695089602,"stromal_3_patient5","VMP1"
"ABHD22",3.04794066794516e-08,0.272626772487969,0.538,0.342,0.00102221834121545,"stromal_3_patient5","ABHD2"
"CNN23",3.11753582657508e-08,0.352275398198282,0.674,0.514,0.00104555916551675,"stromal_3_patient5","CNN2"
"CMPK11",3.14163738483207e-08,0.361887321831444,0.52,0.345,0.00105364234612498,"stromal_3_patient5","CMPK1"
"MBNL1",3.16488421685794e-08,0.357415917561014,0.584,0.424,0.00106143886864982,"stromal_3_patient5","MBNL1"
"SEC24D",3.17616422343784e-08,0.305762112411559,0.398,0.24,0.00106522195725658,"stromal_3_patient5","SEC24D"
"ACTR31",3.20874523845602e-08,0.312017220811531,0.652,0.456,0.00107614897807338,"stromal_3_patient5","ACTR3"
"GAA2",3.49147570621464e-08,0.286925015887617,0.683,0.476,0.00117097112235026,"stromal_3_patient5","GAA"
"ADAMDEC12",3.5223285822401e-08,0.278432974027097,0.348,0.194,0.00118131855991168,"stromal_3_patient5","ADAMDEC1"
"ABRACL",3.72172772838439e-08,0.261442883609851,0.339,0.196,0.00124819304554556,"stromal_3_patient5","ABRACL"
"HSP90B13",3.82543175963782e-08,0.273232881587309,0.923,0.833,0.00128297330354733,"stromal_3_patient5","HSP90B1"
"CREBL21",3.93759640727363e-08,0.25863173854433,0.452,0.282,0.00132059108307143,"stromal_3_patient5","CREBL2"
"MGP1",4.04979146533687e-08,0.270309775571421,0.9,0.729,0.00135821906164468,"stromal_3_patient5","MGP"
"TBC1D21",4.15191197430814e-08,0.258819628334201,0.348,0.196,0.00139246823794347,"stromal_3_patient5","TBC1D2"
"SLFN111",4.73217148698696e-08,0.314528509646319,0.389,0.229,0.00158707567330569,"stromal_3_patient5","SLFN11"
"RCC21",4.99612107535337e-08,0.306844726777978,0.498,0.329,0.00167559908625201,"stromal_3_patient5","RCC2"
"MARCH11",5.47542067219695e-08,0.269531494760504,0.276,0.146,0.00183634658504141,"stromal_3_patient5","MARCH1"
"RIN31",5.65160539998232e-08,0.331955191348379,0.407,0.257,0.00189543541904607,"stromal_3_patient5","RIN3"
"BMF1",5.66654474502032e-08,0.296563199515913,0.367,0.219,0.00190044577658492,"stromal_3_patient5","BMF"
"UBE2J11",6.30243295923987e-08,0.289187261313393,0.502,0.338,0.00211370996586987,"stromal_3_patient5","UBE2J1"
"CD1641",6.37984715915029e-08,0.312184047983664,0.76,0.585,0.00213967314023583,"stromal_3_patient5","CD164"
"TMEM176A2",7.55572496281839e-08,0.308267621650829,0.656,0.488,0.00253403903803003,"stromal_3_patient5","TMEM176A"
"GSTO11",7.87785295502804e-08,0.265555558619796,0.738,0.547,0.0026420743240573,"stromal_3_patient5","GSTO1"
"TNFRSF1B1",8.20603492840675e-08,0.337624127799292,0.434,0.273,0.00275213999428905,"stromal_3_patient5","TNFRSF1B"
"BCL3",8.29861246766285e-08,0.27261216257004,0.385,0.228,0.00278318864940477,"stromal_3_patient5","BCL3"
"VAV11",8.31681483137814e-08,0.292916277873114,0.285,0.156,0.0027892933581476,"stromal_3_patient5","VAV1"
"CANX",8.55973863422401e-08,0.272383124618629,0.882,0.766,0.00287076514314605,"stromal_3_patient5","CANX"
"VASH11",8.9252327967731e-08,0.321300339700642,0.362,0.218,0.00299334457538176,"stromal_3_patient5","VASH1"
"ST141",9.94428464198208e-08,0.253545484537867,0.534,0.336,0.00333511418322795,"stromal_3_patient5","ST14"
"KLF61",1.14182453310213e-07,0.264907393296999,0.566,0.384,0.00382945111911792,"stromal_3_patient5","KLF6"
"RAB311",1.38543875623314e-07,0.280942336851062,0.602,0.418,0.00464648450065469,"stromal_3_patient5","RAB31"
"CSK",1.39018482669478e-07,0.334728314658737,0.507,0.348,0.00466240187176895,"stromal_3_patient5","CSK"
"GOLM13",1.4541266443998e-07,0.291157929049428,0.439,0.271,0.00487684993998806,"stromal_3_patient5","GOLM1"
"FAM20A1",1.54222680638651e-07,0.272715757665057,0.493,0.325,0.00517232026325906,"stromal_3_patient5","FAM20A"
"RASSF21",1.6530537182726e-07,0.290358203957563,0.335,0.199,0.00554401156034264,"stromal_3_patient5","RASSF2"
"SLC31A11",1.756523176742e-07,0.272987958522164,0.335,0.19,0.00589102743015731,"stromal_3_patient5","SLC31A1"
"PLEC5",1.864836086998e-07,0.297181954293506,0.833,0.653,0.00625428726857391,"stromal_3_patient5","PLEC"
"MANF",1.92674639733531e-07,0.278176854414177,0.529,0.359,0.00646192206738315,"stromal_3_patient5","MANF"
"MMP144",2.18535240765758e-07,0.396491523865072,0.661,0.492,0.00732923490480199,"stromal_3_patient5","MMP14"
"ABR1",2.20823053861042e-07,0.255098142776951,0.489,0.311,0.00740596358039162,"stromal_3_patient5","ABR"
"ARL4C1",2.47317279166768e-07,0.281231684941027,0.507,0.343,0.00829452690869508,"stromal_3_patient5","ARL4C"
"DPYD1",2.61804832987002e-07,0.252385444809583,0.326,0.186,0.00878041048871806,"stromal_3_patient5","DPYD"
"SEC22B1",2.79803348304714e-07,0.278556296754746,0.557,0.379,0.0093840446954435,"stromal_3_patient5","SEC22B"
"PLAT2",2.9941516868776e-07,0.263208513442175,0.462,0.293,0.0100417859274501,"stromal_3_patient5","PLAT"
"GBA1",3.12932123287355e-07,0.305167663922497,0.529,0.358,0.0104951175508113,"stromal_3_patient5","GBA"
"CCL42",3.14737275496895e-07,0.252922108067743,0.353,0.206,0.0105556587456148,"stromal_3_patient5","CCL4"
"MAN1A11",3.16541747031962e-07,0.274084065729371,0.489,0.319,0.0106161771119579,"stromal_3_patient5","MAN1A1"
"ETS1",3.6714844745629e-07,0.301980784872695,0.303,0.174,0.0123134246307891,"stromal_3_patient5","ETS1"
"CYFIP11",3.79540538818825e-07,0.298279497029987,0.552,0.389,0.0127290305909058,"stromal_3_patient5","CYFIP1"
"EPAS1",4.26330244845113e-07,0.302978675838648,0.502,0.341,0.0142982637516154,"stromal_3_patient5","EPAS1"
"CASP4",4.65332289717987e-07,0.286026333306502,0.443,0.287,0.0156063143325619,"stromal_3_patient5","CASP4"
"SUSD61",5.56121960179474e-07,0.261780494318834,0.389,0.247,0.0186512183004992,"stromal_3_patient5","SUSD6"
"ETNK1",6.23180118666034e-07,0.294718799174233,0.403,0.26,0.0209002148198215,"stromal_3_patient5","ETNK1"
"RAPGEF11",6.60099467711277e-07,0.289252110211426,0.516,0.344,0.0221384159481008,"stromal_3_patient5","RAPGEF1"
"XAF11",6.66367411556691e-07,0.311192623460167,0.511,0.362,0.0223486302487883,"stromal_3_patient5","XAF1"
"ADAR",6.73898036756808e-07,0.305876936818186,0.715,0.554,0.0226011923567498,"stromal_3_patient5","ADAR"
"CAPZA21",7.07470690138431e-07,0.287978015964472,0.557,0.393,0.0237271520058627,"stromal_3_patient5","CAPZA2"
"NINJ11",7.87807261892256e-07,0.256353169695626,0.638,0.456,0.0264214799493425,"stromal_3_patient5","NINJ1"
"TPM1",7.92122322915955e-07,0.255174547291629,0.692,0.561,0.0265661984659553,"stromal_3_patient5","TPM1"
"IGHG24",8.6555555203275e-07,0.358460770092053,0.525,0.335,0.0290290021040744,"stromal_3_patient5","IGHG2"
"RB1",9.09250217223757e-07,0.259862011127751,0.312,0.184,0.0304944337852504,"stromal_3_patient5","RB1"
"MAP7D11",9.19760033588364e-07,0.250057960272967,0.575,0.404,0.0308469120064866,"stromal_3_patient5","MAP7D1"
"TMEM1651",9.64416873796881e-07,0.263645747312467,0.452,0.307,0.0323446131133998,"stromal_3_patient5","TMEM165"
"SELENON3",1.11778128925501e-06,0.297171654876957,0.57,0.414,0.0374881488790344,"stromal_3_patient5","SELENON"
"TRIM221",1.14269364503782e-06,0.317485627351383,0.475,0.323,0.0383236594672784,"stromal_3_patient5","TRIM22"
"PSME22",1.17385824351442e-06,0.29303468625694,0.715,0.583,0.0393688577709866,"stromal_3_patient5","PSME2"
"SEPT111",1.22572400741903e-06,0.281283252258633,0.439,0.298,0.0411083317608195,"stromal_3_patient5","SEPT11"
"PRCP1",1.44816733448049e-06,0.349741004922617,0.593,0.425,0.0485686360638065,"stromal_3_patient5","PRCP"
"NCKAP1L1",1.47900501765489e-06,0.264971473117112,0.367,0.223,0.0496028702821097,"stromal_3_patient5","NCKAP1L"
"EFR3A1",1.49452780651914e-06,0.28418896194518,0.448,0.304,0.0501234735750389,"stromal_3_patient5","EFR3A"
"PDGFC2",1.62849023687324e-06,0.261003550818734,0.43,0.282,0.0546163055642548,"stromal_3_patient5","PDGFC"
"MAPKAPK2",1.76958384011828e-06,0.260756237180215,0.643,0.476,0.0593483028298868,"stromal_3_patient5","MAPKAPK2"
"IFI35",1.77275937379215e-06,0.293837772765516,0.489,0.341,0.0594548038782411,"stromal_3_patient5","IFI35"
"CYBC12",1.79201267071064e-06,0.255936437821099,0.566,0.407,0.0601005209502934,"stromal_3_patient5","CYBC1"
"TMED91",2.06938824996764e-06,0.264110192796525,0.688,0.553,0.0694031431274147,"stromal_3_patient5","TMED9"
"CHCHD61",2.24404957646868e-06,0.271373671930812,0.439,0.277,0.0752609346956065,"stromal_3_patient5","CHCHD6"
"EVL1",2.28036253503975e-06,0.288218143950231,0.715,0.558,0.0764787987001631,"stromal_3_patient5","EVL"
"SHISA51",2.40512337242716e-06,0.311765821833851,0.697,0.583,0.0806630276644621,"stromal_3_patient5","SHISA5"
"GNA13",2.4477843986691e-06,0.255094568898948,0.394,0.254,0.0820937931625644,"stromal_3_patient5","GNA13"
"PDIA31",3.11837573486864e-06,0.293027607777311,0.765,0.653,0.104584085396024,"stromal_3_patient5","PDIA3"
"RAP2C",3.4411081641304e-06,0.279018644531442,0.262,0.153,0.115407885608605,"stromal_3_patient5","RAP2C"
"CERCAM4",3.55584630473228e-06,0.284839278859825,0.543,0.388,0.119255973368111,"stromal_3_patient5","CERCAM"
"CKAP41",3.55906046282948e-06,0.384751352223092,0.466,0.332,0.119363769802375,"stromal_3_patient5","CKAP4"
"PDLIM71",3.70889157982265e-06,0.269844871240517,0.62,0.46,0.124388805804092,"stromal_3_patient5","PDLIM7"
"STAT5A1",3.99228508983857e-06,0.252701617522448,0.38,0.245,0.133893257343006,"stromal_3_patient5","STAT5A"
"NEU11",4.3446589764453e-06,0.325222861832122,0.475,0.327,0.145711172752023,"stromal_3_patient5","NEU1"
"SEL1L1",4.38041138612888e-06,0.259083512449136,0.561,0.409,0.14691023706799,"stromal_3_patient5","SEL1L"
"TMEM1231",4.57259189407065e-06,0.260451351901043,0.647,0.484,0.153355586943342,"stromal_3_patient5","TMEM123"
"PIM11",4.62979312929255e-06,0.256586787626688,0.416,0.274,0.155274001970213,"stromal_3_patient5","PIM1"
"CMTM3",5.08245787390828e-06,0.340806900182806,0.588,0.432,0.170455472175136,"stromal_3_patient5","CMTM3"
"P2RX41",6.45725108854557e-06,0.251027840889365,0.443,0.302,0.216563287007641,"stromal_3_patient5","P2RX4"
"PPM1M1",6.59630139184828e-06,0.291861459410341,0.308,0.193,0.221226756079807,"stromal_3_patient5","PPM1M"
"CHSY1",7.34584337416258e-06,0.259015110938463,0.262,0.154,0.246364895082665,"stromal_3_patient5","CHSY1"
"ATP2A21",7.38326670643872e-06,0.343838326979864,0.593,0.462,0.247619998800542,"stromal_3_patient5","ATP2A2"
"RASA3",7.41217723319955e-06,0.270000842619328,0.258,0.149,0.248589600047047,"stromal_3_patient5","RASA3"
"RNF149",7.46591398106613e-06,0.28184175251682,0.389,0.254,0.250391823096996,"stromal_3_patient5","RNF149"
"DPYSL35",7.51807736852236e-06,0.317800556793839,0.638,0.519,0.252141278785503,"stromal_3_patient5","DPYSL3"
"CAPZB",9.40830492556931e-06,0.309104049730784,0.692,0.59,0.315535730593744,"stromal_3_patient5","CAPZB"
"CAPZA11",1.23161740768311e-05,0.251459739953979,0.624,0.472,0.413059846188762,"stromal_3_patient5","CAPZA1"
"IGF2R1",1.25527636885263e-05,0.293903304103077,0.502,0.363,0.420994588585794,"stromal_3_patient5","IGF2R"
"ACTR21",1.28517125461339e-05,0.306464494146375,0.683,0.555,0.431020735372239,"stromal_3_patient5","ACTR2"
"SLC26A111",1.32136760686067e-05,0.255478519668414,0.348,0.217,0.443160267988932,"stromal_3_patient5","SLC26A11"
"CLCN71",1.32688189232545e-05,0.261371911104839,0.538,0.396,0.445009649048111,"stromal_3_patient5","CLCN7"
"ADAM101",1.42549645625742e-05,0.306869103899207,0.471,0.332,0.478083001499613,"stromal_3_patient5","ADAM10"
"FKBP1A",1.45490018740648e-05,0.26985863874437,0.719,0.592,0.487944424852385,"stromal_3_patient5","FKBP1A"
"SIPA1",1.49065150938022e-05,0.277678319712405,0.434,0.308,0.499934703215938,"stromal_3_patient5","SIPA1"
"PLEKHA21",1.79443813624e-05,0.257416092780768,0.421,0.298,0.601818662132172,"stromal_3_patient5","PLEKHA2"
"TNFRSF141",2.17354028670957e-05,0.250468827699143,0.647,0.486,0.728961941356656,"stromal_3_patient5","TNFRSF14"
"DAZAP2",2.29586299394479e-05,0.284197991268623,0.751,0.616,0.769986530909203,"stromal_3_patient5","DAZAP2"
"CNN34",3.30269110976766e-05,0.27250073215666,0.629,0.498,1,"stromal_3_patient5","CNN3"
"IFIT31",3.53462866735395e-05,0.253270366120924,0.403,0.272,1,"stromal_3_patient5","IFIT3"
"APOL2",5.13921066152376e-05,0.256186374927411,0.421,0.296,1,"stromal_3_patient5","APOL2"
"RHOG1",5.26625950280955e-05,0.256143520232976,0.52,0.378,1,"stromal_3_patient5","RHOG"
"CXCL93",6.21511660861704e-05,0.271109737213288,0.299,0.189,1,"stromal_3_patient5","CXCL9"
"MR11",6.5642969319685e-05,0.29218634938445,0.312,0.209,1,"stromal_3_patient5","MR1"
"GPCPD11",6.97492902008506e-05,0.262216135696237,0.38,0.263,1,"stromal_3_patient5","GPCPD1"
"COMP4",7.83289321089899e-05,0.512526874432522,0.303,0.199,1,"stromal_3_patient5","COMP"
"SUMO31",9.24092469977866e-05,0.266203490691497,0.557,0.434,1,"stromal_3_patient5","SUMO3"
"SUB12",0.000113920739356678,0.251584635081078,0.674,0.572,1,"stromal_3_patient5","SUB1"
"PMP22",0.000155310164927765,0.253856390216837,0.588,0.476,1,"stromal_3_patient5","PMP22"
"MDFIC",0.000157644535805363,0.279393020882219,0.299,0.205,1,"stromal_3_patient5","MDFIC"
"MBD21",0.000160095454438481,0.258421531391113,0.403,0.287,1,"stromal_3_patient5","MBD2"
"SAR1A",0.000218799346510648,0.27168461551675,0.597,0.478,1,"stromal_3_patient5","SAR1A"
"GRK2",0.000284121860793949,0.267442583914545,0.52,0.415,1,"stromal_3_patient5","GRK2"
"PTP4A1",0.00045497901077587,0.29624921116669,0.421,0.31,1,"stromal_3_patient5","PTP4A1"
"SST",0,1.37166001399827,0.651,0.064,0,"stromal_3_patient6","SST"
"COL10A11",4.24933690637137e-296,1.27420360665137,0.731,0.106,1.42514261165883e-291,"stromal_3_patient6","COL10A1"
"IGLV3-10",7.90059310076377e-293,0.709553791025129,0.325,0.011,2.64970091413415e-288,"stromal_3_patient6","IGLV3-10"
"LAMP51",1.47514157735866e-283,1.61387413981716,0.892,0.197,4.94732982214546e-279,"stromal_3_patient6","LAMP5"
"HOPX1",2.78625409300307e-243,1.50561797768232,0.807,0.181,9.34453897711368e-239,"stromal_3_patient6","HOPX"
"IGLC31",2.35124746036831e-216,3.17430138566894,1,0.6,7.88561373258323e-212,"stromal_3_patient6","IGLC3"
"CADPS",5.59366244416774e-193,0.565265694805977,0.421,0.046,1.87600251052498e-188,"stromal_3_patient6","CADPS"
"MEST",2.05382617737977e-179,1.33989420624319,0.77,0.204,6.88812223369627e-175,"stromal_3_patient6","MEST"
"KIF5C",3.41552879255089e-179,0.594861705786857,0.443,0.056,1.14550004644572e-174,"stromal_3_patient6","KIF5C"
"IGHGP3",2.06497689998785e-176,1.83171747187355,0.941,0.373,6.92551952717927e-172,"stromal_3_patient6","IGHGP"
"IGFBP73",7.65475579919878e-166,1.37612216096173,1,0.931,2.56725199993529e-161,"stromal_3_patient6","IGFBP7"
"DKK34",9.98619673158528e-163,1.15307376865423,0.82,0.262,3.34917065983907e-158,"stromal_3_patient6","DKK3"
"BMP7",1.39278884521117e-161,0.820530141346567,0.594,0.118,4.67113522906921e-157,"stromal_3_patient6","BMP7"
"TIMP11",2.83859701718707e-158,1.37720866629839,1,0.934,9.52008667624198e-154,"stromal_3_patient6","TIMP1"
"COL9A3",1.03367359727378e-143,0.587012637139651,0.38,0.051,3.46673451053681e-139,"stromal_3_patient6","COL9A3"
"CLDN114",1.06763921994575e-140,0.902162950655493,0.729,0.203,3.58064841585406e-136,"stromal_3_patient6","CLDN11"
"DERL32",2.51712521161977e-129,0.958720018276626,0.631,0.176,8.44193453473037e-125,"stromal_3_patient6","DERL3"
"SFRP43",4.31508576771314e-129,1.29359668388814,0.931,0.418,1.44719346477563e-124,"stromal_3_patient6","SFRP4"
"WNT43",3.66180697146275e-128,0.834137070501556,0.649,0.166,1.22809682208918e-123,"stromal_3_patient6","WNT4"
"HSD11B11",4.51281448536124e-125,0.516152558633026,0.43,0.077,1.51350772210045e-120,"stromal_3_patient6","HSD11B1"
"BAMBI4",1.60666052977352e-121,0.564629888629991,0.527,0.113,5.38841808475444e-117,"stromal_3_patient6","BAMBI"
"IGHG14",1.69137302472818e-121,1.52994029600085,1,0.688,5.67252685033337e-117,"stromal_3_patient6","IGHG1"
"IGKC3",8.18997362008973e-121,1.62600217193727,1,0.773,2.74675335270569e-116,"stromal_3_patient6","IGKC"
"ELK14",5.11518308139887e-119,0.982417190075908,0.755,0.271,1.71553010183955e-114,"stromal_3_patient6","ELK1"
"LXN1",8.56598603189157e-118,0.811371574805728,0.659,0.201,2.8728603953758e-113,"stromal_3_patient6","LXN"
"ITGA1",3.41673045060232e-117,0.764206748010256,0.633,0.177,1.14590305852301e-112,"stromal_3_patient6","ITGA1"
"ISLR5",9.38274824051692e-115,1.22141334256129,0.983,0.714,3.14678610490456e-110,"stromal_3_patient6","ISLR"
"TMEM1002",1.88386462198721e-114,0.502096060873285,0.419,0.078,6.31810516922071e-110,"stromal_3_patient6","TMEM100"
"ENC12",3.62098250966647e-110,0.974856556572555,0.729,0.264,1.21440511409194e-105,"stromal_3_patient6","ENC1"
"NKD1",7.45347258350468e-109,0.439204137135411,0.338,0.054,2.4997456350558e-104,"stromal_3_patient6","NKD1"
"PTHLH",2.06686306016042e-106,0.396517138135138,0.293,0.041,6.931845331166e-102,"stromal_3_patient6","PTHLH"
