"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"TOMM221",2.42608132390282e-12,0.303478746439464,0.447,0.319,8.13659154410527e-08,"11","TOMM22"
"NDUFB51",2.82320471788194e-12,0.309298340512241,0.531,0.405,9.46846398283243e-08,"11","NDUFB5"
"ANKRD652",3.06457350741687e-12,0.269977646213708,0.384,0.248,1.02779666291747e-07,"11","ANKRD65"
"EIF2S21",3.09817259839587e-12,0.310203785824384,0.592,0.458,1.03906512605001e-07,"11","EIF2S2"
"ABHD112",3.11025780958931e-12,0.268626824983386,0.389,0.254,1.04311826418006e-07,"11","ABHD11"
"SLC38A21",4.02534130244825e-12,0.308363823816611,0.71,0.59,1.35001896601509e-07,"11","SLC38A2"
"GPRC5A",4.22379670576328e-12,0.258069475569411,0.275,0.158,1.41657693917889e-07,"11","GPRC5A"
"MOAP11",4.58430280851039e-12,0.303246943313159,0.357,0.233,1.53748347591821e-07,"11","MOAP1"
"NDUFAF3",4.6010116315029e-12,0.294176750710863,0.635,0.504,1.54308728097344e-07,"11","NDUFAF3"
"USP151",4.64388168521081e-12,0.293750376985044,0.29,0.176,1.557465039586e-07,"11","USP15"
"TMEM19",4.82691729606207e-12,0.263090454554242,0.278,0.162,1.6188515227533e-07,"11","TMEM19"
"CD461",5.02662987290879e-12,0.250080741774595,0.693,0.548,1.68583112677615e-07,"11","CD46"
"GALNT21",5.72585302257008e-12,0.328468997814837,0.476,0.355,1.92033658670955e-07,"11","GALNT2"
"PNPO",5.80983536564358e-12,0.266729294425634,0.362,0.239,1.94850258492954e-07,"11","PNPO"
"GIPC13",5.82615748654581e-12,0.285079468353201,0.587,0.453,1.95397669783773e-07,"11","GIPC1"
"UBE2W",5.96057204473512e-12,0.251420220661892,0.302,0.183,1.99905665236326e-07,"11","UBE2W"
"MIEN11",6.06181395890486e-12,0.310550196309457,0.444,0.324,2.03301116553751e-07,"11","MIEN1"
"RALY1",6.57320787889907e-12,0.282376223760071,0.662,0.541,2.20452245842517e-07,"11","RALY"
"ARPC4",7.03673044258711e-12,0.259843625148518,0.746,0.621,2.35997865583486e-07,"11","ARPC4"
"IP6K21",7.97645480148176e-12,0.285344286641914,0.582,0.451,2.67514341132095e-07,"11","IP6K2"
"DPM11",8.28288699111718e-12,0.29170680087496,0.401,0.276,2.77791463908088e-07,"11","DPM1"
"UBE2R21",8.95053898745652e-12,0.259012817556762,0.531,0.403,3.00183176561317e-07,"11","UBE2R2"
"LRRC75A2",1.04551206176986e-11,0.328302655885883,0.425,0.289,3.50643835276376e-07,"11","LRRC75A"
"COA51",1.05890161158933e-11,0.284198843182546,0.399,0.273,3.55134422494828e-07,"11","COA5"
"GNPDA1",1.09202847102364e-11,0.304606770998835,0.374,0.253,3.66244508611908e-07,"11","GNPDA1"
"SRP93",1.16913149089585e-11,0.269082275138427,0.742,0.618,3.92103319416652e-07,"11","SRP9"
"SLC30A9",1.18849353941297e-11,0.306555992186888,0.372,0.252,3.98596963248323e-07,"11","SLC30A9"
"BMS11",1.20954696704639e-11,0.265084111087202,0.35,0.228,4.05657861808019e-07,"11","BMS1"
"TMX21",1.26165360780608e-11,0.289069023262843,0.44,0.32,4.23133386986002e-07,"11","TMX2"
"PEX131",1.31843782538477e-11,0.261181159235203,0.251,0.145,4.42177677877544e-07,"11","PEX13"
"SPTLC11",1.3926620643216e-11,0.281955026737366,0.403,0.28,4.67071003132178e-07,"11","SPTLC1"
"GNAI31",1.43337027006059e-11,0.297186312777515,0.411,0.29,4.80723721172922e-07,"11","GNAI3"
"UGGT1",1.46702099672719e-11,0.299208151564809,0.336,0.22,4.92009501882366e-07,"11","UGGT1"
"MARCH91",1.51395130843293e-11,0.2532466509172,0.348,0.224,5.07748989822235e-07,"11","MARCH9"
"CHMP1B",1.64372774827235e-11,0.298132693168082,0.444,0.323,5.51273412215581e-07,"11","CHMP1B"
"PTDSS1",1.66292479574383e-11,0.274625071588749,0.379,0.256,5.57711717996567e-07,"11","PTDSS1"
"SOX92",1.80998040733158e-11,0.276887784583267,0.367,0.24,6.07031229010865e-07,"11","SOX9"
"COPB2",1.81474456128369e-11,0.291289320582798,0.548,0.418,6.08629030963324e-07,"11","COPB2"
"SH3BP2",1.82964246722128e-11,0.292203616812686,0.44,0.317,6.13625490656673e-07,"11","SH3BP2"
"ANO6",2.00151073305667e-11,0.269813278830217,0.42,0.3,6.71266669652547e-07,"11","ANO6"
"ERGIC31",2.1071694385056e-11,0.284077683710176,0.79,0.656,7.06702486286009e-07,"11","ERGIC3"
"EBAG91",2.11657421313349e-11,0.271895797652514,0.348,0.227,7.09856659600711e-07,"11","EBAG9"
"CSE1L1",2.18321172342416e-11,0.285824487250921,0.466,0.336,7.32205547801996e-07,"11","CSE1L"
"ZFYVE211",2.18905461411597e-11,0.281085357786315,0.403,0.279,7.34165136482213e-07,"11","ZFYVE21"
"SSBP42",3.1497064750542e-11,0.266360222378636,0.669,0.541,1.05634855760368e-06,"11","SSBP4"
"SFT2D2",3.23127563111014e-11,0.269464017621449,0.469,0.349,1.08370522116172e-06,"11","SFT2D2"
"CCS",3.29848120699962e-11,0.272403412313676,0.464,0.341,1.10624462720353e-06,"11","CCS"
"MALSU11",3.30223855228259e-11,0.319774958457009,0.403,0.287,1.10750476566454e-06,"11","MALSU1"
"ELOVL51",3.90553287866052e-11,0.28123775883052,0.432,0.31,1.30983761684517e-06,"11","ELOVL5"
"MRPL34",4.54949197249854e-11,0.277568197831111,0.495,0.375,1.52580861773656e-06,"11","MRPL34"
"PNPLA2",4.88232646921537e-11,0.258795249344261,0.507,0.384,1.63743465124545e-06,"11","PNPLA2"
"CDC1231",5.37432855245232e-11,0.300238704176773,0.435,0.312,1.80244230992146e-06,"11","CDC123"
"SEC61B",5.80886180583022e-11,0.261836299326357,0.71,0.584,1.94817607243934e-06,"11","SEC61B"
"HEBP21",5.81845173884773e-11,0.269556667152955,0.58,0.457,1.95139234417475e-06,"11","HEBP2"
"MRPS332",5.88926997496514e-11,0.282315997433469,0.442,0.316,1.97514336420381e-06,"11","MRPS33"
"RAD23B1",6.49716408493811e-11,0.307890856727712,0.502,0.387,2.17901889080654e-06,"11","RAD23B"
"POP51",7.13466017063975e-11,0.285588991214548,0.367,0.252,2.39282232802916e-06,"11","POP5"
"MRPL471",7.99822188013779e-11,0.253424119695558,0.353,0.235,2.68244365416061e-06,"11","MRPL47"
"TMEM127",9.17408389401858e-11,0.273668478565282,0.471,0.355,3.07680425637595e-06,"11","TMEM127"
"RIN21",9.19668855382684e-11,0.274792472050065,0.454,0.336,3.08438540718245e-06,"11","RIN2"
"MCTS1",9.93285547831956e-11,0.298030442448676,0.389,0.274,3.33128107031882e-06,"11","MCTS1"
"PJA11",9.98971901987654e-11,0.251730997586691,0.271,0.165,3.35035196488619e-06,"11","PJA1"
"NSMF1",1.05777493922022e-10,0.267036233468319,0.442,0.317,3.54756559115678e-06,"11","NSMF"
"DGCR6L",1.07620773740069e-10,0.286682074554886,0.399,0.281,3.60938550969443e-06,"11","DGCR6L"
"IFI441",1.15257363944848e-10,0.263381053836448,0.367,0.245,3.86550147198232e-06,"11","IFI44"
"IDH11",1.24804464665537e-10,0.251149976208345,0.461,0.336,4.18569213595279e-06,"11","IDH1"
"MEAF62",1.27503766473385e-10,0.308671184596395,0.418,0.303,4.27622131998438e-06,"11","MEAF6"
"LRPPRC1",1.41661214692052e-10,0.263901911527227,0.495,0.38,4.75103381834204e-06,"11","LRPPRC"
"BORCS81",1.48368493044976e-10,0.306783775340294,0.28,0.176,4.97598251974241e-06,"11","BORCS8"
"GDE1",1.70359218109633e-10,0.270195735434724,0.372,0.262,5.71350745696089e-06,"11","GDE1"
"NOL4L1",1.95061628024103e-10,0.264319308649219,0.353,0.238,6.54197688067238e-06,"11","NOL4L"
"PGP",2.03723142817829e-10,0.253817175529941,0.261,0.161,6.83246676382435e-06,"11","PGP"
"COX202",2.08435517301504e-10,0.287096409704664,0.5,0.376,6.99051037925783e-06,"11","COX20"
"MAGT1",2.11519243209092e-10,0.283383368063054,0.442,0.334,7.09393237874653e-06,"11","MAGT1"
"DGUOK2",2.15374177144663e-10,0.258627923757826,0.481,0.362,7.2232191530777e-06,"11","DGUOK"
"COPG1",2.21757241916443e-10,0.319472591868238,0.478,0.368,7.43729437939366e-06,"11","COPG1"
"SMARCC11",2.97719882224591e-10,0.286657680163813,0.437,0.315,9.98492941004834e-06,"11","SMARCC1"
"PDZD8",3.16112809589547e-10,0.264537318745294,0.287,0.182,1.06017914080142e-05,"11","PDZD8"
"BTBD6",3.43810779031559e-10,0.27120788347019,0.367,0.254,1.15307259071604e-05,"11","BTBD6"
"MTPAP1",3.49930484271623e-10,0.259291723080506,0.278,0.174,1.17359685815017e-05,"11","MTPAP"
"NCBP21",4.55321313685535e-10,0.272869142419366,0.457,0.345,1.52705662183855e-05,"11","NCBP2"
"ENSA1",6.43040396015954e-10,0.274502442279069,0.58,0.477,2.15662888015831e-05,"11","ENSA"
"DSG22",7.11764285997502e-10,0.257582678924719,0.415,0.295,2.38711506237842e-05,"11","DSG2"
"TMED3",1.04208551519506e-09,0.30545786968164,0.502,0.401,3.49494640086119e-05,"11","TMED3"
"RRP361",1.14463639997952e-09,0.269513110611447,0.307,0.205,3.8388815582513e-05,"11","RRP36"
"STX16",1.17999517882358e-09,0.264315071051509,0.457,0.342,3.95746783073851e-05,"11","STX16"
"NBDY",1.20306399054206e-09,0.25676280806413,0.437,0.328,4.03483601147995e-05,"11","NBDY"
"GSPT11",1.31736528042935e-09,0.261620503357659,0.478,0.368,4.41817967750397e-05,"11","GSPT1"
"MARCH61",1.62537540078588e-09,0.26386746445883,0.594,0.487,5.45118401915569e-05,"11","MARCH6"
"ARRDC11",1.69099465024936e-09,0.270708043176885,0.437,0.328,5.67125785800629e-05,"11","ARRDC1"
"ZNF4141",2.16061658449905e-09,0.254943755218091,0.261,0.163,7.24627590109291e-05,"11","ZNF414"
"SUMF1",2.32256821164607e-09,0.277155482692368,0.355,0.254,7.78942926821858e-05,"11","SUMF1"
"IQSEC11",2.37830968666314e-09,0.283849314152511,0.362,0.259,7.97637502713082e-05,"11","IQSEC1"
"SLC12A9",2.4287652971372e-09,0.25858737085956,0.331,0.226,8.14559305353873e-05,"11","SLC12A9"
"POLD4",3.64863978036364e-09,0.269889165072061,0.336,0.235,0.000122368080953836,"11","POLD4"
"EMC10",4.28801007120237e-09,0.262929602583134,0.623,0.527,0.000143811281767985,"11","EMC10"
"NUDT52",4.9102814798556e-09,0.282088298878492,0.382,0.28,0.000164681020271397,"11","NUDT5"
"YKT6",5.3430458001061e-09,0.25484535763143,0.391,0.288,0.000179195070043958,"11","YKT6"
"MAGEF11",6.06169501296866e-09,0.257781559174724,0.401,0.292,0.000203297127344943,"11","MAGEF1"
"LARP6",8.2323645951257e-09,0.263361419847879,0.28,0.184,0.000276097043791326,"11","LARP6"
"MRPL131",8.39834370613615e-09,0.259265718439689,0.353,0.252,0.000281663651216394,"11","MRPL13"
"FOSL2",8.97617620828673e-09,0.255641027311766,0.514,0.408,0.00030104299767352,"11","FOSL2"
"ARMC11",9.04467153982693e-09,0.251258714806726,0.268,0.172,0.000303340194102716,"11","ARMC1"
"GCSH",1.65371999347522e-08,0.25365994751834,0.367,0.267,0.00055462461141172,"11","GCSH"
"MRPS18A",1.91153529453797e-08,0.25487714252397,0.394,0.294,0.000641090707082145,"11","MRPS18A"
"RPL7L11",2.49690577577382e-08,0.253704929060202,0.454,0.352,0.000837412259079024,"11","RPL7L1"
"SURF4",5.14818169573978e-08,0.265463913662405,0.626,0.52,0.00172659717711721,"11","SURF4"
"PSMB21",6.63231496362205e-08,0.273852777237438,0.49,0.404,0.00222434579249956,"11","PSMB2"
"MRPL20",3.69655564482972e-07,0.252188761192462,0.527,0.445,0.0123975083216299,"11","MRPL20"
"MYH112",1.46566192525517e-232,2.52860989194109,0.782,0.196,4.91553696492078e-228,"12","MYH11"
"DES2",1.90392765956416e-172,2.33986066937609,0.72,0.214,6.38539258464627e-168,"12","DES"
"CNN12",4.70522510116839e-148,2.11941098178658,0.642,0.189,1.57803839442985e-143,"12","CNN1"
"ADH1B2",1.63610748064591e-147,1.89137374144321,0.525,0.119,5.48717726859025e-143,"12","ADH1B"
"HBB2",2.24662798290921e-119,3.36715021255505,0.657,0.24,7.53474092908092e-115,"12","HBB"
"TAGLN4",3.98182708826329e-107,1.86372117764875,0.882,0.697,1.33542516886174e-102,"12","TAGLN"
"ACTG21",2.42771904486652e-103,1.67480121998762,0.44,0.113,8.14208413267334e-99,"12","ACTG2"
"HBA23",1.303348319892e-98,3.45556783396052,0.637,0.265,4.3711695952538e-94,"12","HBA2"
"FOS4",1.7079096465495e-98,1.39685787663221,0.917,0.686,5.72798737259773e-94,"12","FOS"
"MT-ND24",7.74059096975049e-97,1.16382524527696,0.998,0.997,2.59603939943492e-92,"12","MT-ND2"
"IGFBP54",3.20055314387177e-93,1.45963457519216,0.885,0.692,1.07340151339171e-88,"12","IGFBP5"
"C11orf963",4.15395138957667e-91,1.75378662029762,0.723,0.369,1.39315221703622e-86,"12","C11orf96"
"ACTA23",5.20637375695706e-90,1.8655460362105,0.8,0.586,1.74611363060826e-85,"12","ACTA2"
"MALAT14",2.24997146899167e-85,1.13451657868079,0.965,0.96,7.54595431270425e-81,"12","MALAT1"
"MT-CYB4",3.58250271140083e-84,0.945872125495651,1,0.999,1.20149975934961e-79,"12","MT-CYB"
"TPM23",5.84115224751981e-78,1.75087659452612,0.78,0.621,1.95900564077319e-73,"12","TPM2"
"RPS273",1.41364352346412e-77,0.648760263915758,0.998,0.999,4.74107764899398e-73,"12","RPS27"
"DCN4",1.72035223178698e-75,1.22598653970414,0.91,0.733,5.76971731496718e-71,"12","DCN"
"MYL93",1.73921363337991e-75,1.41552890745279,0.877,0.841,5.83297468362956e-71,"12","MYL9"
"FLNA2",5.64483379514615e-75,1.47275398215811,0.85,0.836,1.89316435821612e-70,"12","FLNA"
"ZCCHC121",9.78217013007901e-70,1.28462787433183,0.3,0.073,3.2807442182259e-65,"12","ZCCHC12"
"MT-ND44",1.61151073827438e-69,0.846878094502299,1,1,5.40468471402463e-65,"12","MT-ND4"
"NR4A14",1.33217559523781e-68,1.36442670925666,0.74,0.436,4.46785051130857e-64,"12","NR4A1"
"HBA12",4.05607828817161e-68,3.000885621608,0.38,0.117,1.36032753628699e-63,"12","HBA1"
"DUSP14",6.42610035543443e-67,1.3471741716145,0.782,0.562,2.1551855372056e-62,"12","DUSP1"
"MT-ND54",2.8035746515526e-65,1.35301442126176,0.905,0.887,9.40262866637711e-61,"12","MT-ND5"
"RPL213",1.06434591736215e-63,0.711717719412802,0.98,0.986,3.56960333764918e-59,"12","RPL21"
"MT-CO14",2.64554241136857e-63,0.719076071246848,1,1,8.87262013924792e-59,"12","MT-CO1"
"CSRP13",1.08314205091143e-61,1.54172830843552,0.797,0.745,3.63264181034674e-57,"12","CSRP1"
"ADIRF3",4.77587123514226e-61,1.24991640080649,0.812,0.609,1.60173169484201e-56,"12","ADIRF"
"RPS113",5.42218605447493e-60,0.690489471384693,0.983,0.992,1.8184927589498e-55,"12","RPS11"
"MT-ATP63",6.03079880717313e-52,0.833525594816006,1,1,2.02260930394973e-47,"12","MT-ATP6"
"LMOD13",2.73192849178037e-51,1.44802047711931,0.44,0.192,9.16234177573302e-47,"12","LMOD1"
"MYLK3",4.72755757094097e-48,1.62573762684471,0.555,0.337,1.58552825814218e-43,"12","MYLK"
"RPS162",3.21531653797067e-46,0.588810530343418,0.973,0.985,1.0783528605046e-41,"12","RPS16"
"TXNIP2",4.06938711957498e-44,1.02907076628863,0.785,0.803,1.36479105216306e-39,"12","TXNIP"
"FHL12",5.92758044548597e-43,1.33293239193877,0.42,0.198,1.98799192980708e-38,"12","FHL1"
"MT-ND33",1.7415931981551e-40,0.962103830034263,1,0.999,5.84095526797258e-36,"12","MT-ND3"
"FOSB4",1.86019946123348e-39,1.23924030006788,0.562,0.328,6.23873695308484e-35,"12","FOSB"
"RPL114",9.54832937195946e-37,0.54313694438317,0.965,0.984,3.20231870476776e-32,"12","RPL11"
"JUNB3",1.4599557780274e-36,0.953354315243546,0.782,0.749,4.8963996883483e-32,"12","JUNB"
"PTGDS2",1.91529100897636e-35,1.09004955708445,0.677,0.526,6.42350298590493e-31,"12","PTGDS"
"EGR14",3.90832645799921e-35,1.00203019554721,0.725,0.613,1.31077452748378e-30,"12","EGR1"
"IGFBP63",1.49847276133079e-34,1.30851483714789,0.595,0.442,5.02557794695121e-30,"12","IGFBP6"
"RPS212",1.61485883359395e-34,0.4879217843901,0.988,0.991,5.41591355610739e-30,"12","RPS21"
"RPL313",1.49476474293375e-33,0.462556306250431,0.968,0.984,5.0131419948512e-29,"12","RPL3"
"RPLP1",1.82206940310577e-33,0.364874016435359,1,0.999,6.11085636413613e-29,"12","RPLP1"
"LTBP43",6.46133738793173e-33,1.11574975990372,0.65,0.531,2.16700333316454e-28,"12","LTBP4"
"MT-ND4L3",1.81348917077293e-32,1.18680116477286,0.708,0.675,6.08207998093825e-28,"12","MT-ND4L"
"RPS3A4",5.63525968172535e-32,0.480895034285086,0.945,0.972,1.88995339205705e-27,"12","RPS3A"
"DPT2",8.42289344777453e-32,1.17738521888554,0.348,0.165,2.82487000451462e-27,"12","DPT"
"SPARCL14",8.66840953515058e-32,1.18942136299516,0.65,0.554,2.9072111898988e-27,"12","SPARCL1"
"GSN1",5.9507337079492e-31,1.05240690716245,0.743,0.775,1.995757070972e-26,"12","GSN"
"RPL27A1",4.09767886887684e-30,0.407561908142099,0.965,0.989,1.37427953904391e-25,"12","RPL27A"
"RPL183",9.88915979400246e-30,0.446008125144145,0.958,0.98,3.31662641171254e-25,"12","RPL18"
"FBLN13",6.2191090676592e-29,1.04029140819192,0.698,0.62,2.08576479911154e-24,"12","FBLN1"
"AHNAK3",2.12337006400097e-28,0.905532884746377,0.755,0.81,7.12135852064645e-24,"12","AHNAK"
"RPL94",1.08087812582657e-27,0.410383494821962,0.965,0.987,3.62504905839716e-23,"12","RPL9"
"RPL37A3",3.77178507430421e-27,0.359813544127397,0.993,0.997,1.26498127822015e-22,"12","RPL37A"
"CARMN3",1.15967616902233e-26,1.21694494014325,0.385,0.217,3.8893219356671e-22,"12","CARMN"
"MT-ND13",1.82849231908178e-26,0.557101253649541,1,0.999,6.13239753973648e-22,"12","MT-ND1"
"KLF23",1.50441637632243e-25,1.20296072531106,0.472,0.317,5.04551164291016e-21,"12","KLF2"
"RPS143",3.1182176315287e-24,0.367568163333337,0.985,0.993,1.0457878292621e-19,"12","RPS14"
"RPL23A4",3.93442489592953e-24,0.38073006896253,0.94,0.981,1.31952742159684e-19,"12","RPL23A"
"FAU3",4.15639873233674e-24,0.474756877725253,0.927,0.976,1.3939730068511e-19,"12","FAU"
"CCL212",8.64343074227782e-24,0.971396872115532,0.26,0.111,2.89883380234514e-19,"12","CCL21"
"RPL243",4.61250406155597e-23,0.454846772099157,0.92,0.969,1.54694161216464e-18,"12","RPL24"
"RPS53",1.1878209549264e-22,0.451267996062864,0.927,0.957,3.98371391863217e-18,"12","RPS5"
"PTGIS4",9.75851298905855e-22,1.17610688083228,0.415,0.279,3.27281008627046e-17,"12","PTGIS"
"MT-CO23",1.1136100264653e-21,0.610114277556877,1,1,3.73482530675931e-17,"12","MT-CO2"
"RPS192",4.21226603457383e-21,0.303892763269325,0.985,0.995,1.41270978267537e-16,"12","RPS19"
"RPS34",5.80025331968236e-21,0.345395471031034,0.96,0.984,1.94528895835507e-16,"12","RPS3"
"CALD14",9.07464140095575e-21,1.07303293208962,0.613,0.62,3.04345323305254e-16,"12","CALD1"
"MRGPRF2",8.80918215235994e-20,1.0910028787996,0.358,0.224,2.95442351025848e-15,"12","MRGPRF"
"RPS153",1.40969659141654e-19,0.358046342694638,0.963,0.986,4.7278404282928e-15,"12","RPS15"
"RPL13A4",1.55203988669411e-19,0.296902387009224,0.995,0.997,5.20523137199471e-15,"12","RPL13A"
"MT-CO34",9.05102041793416e-19,0.412364721311573,1,1,3.03553122776676e-14,"12","MT-CO3"
"PGM52",2.49492592976191e-18,0.960967821352396,0.305,0.175,8.3674825832355e-14,"12","PGM5"
"RPS251",9.04907479151703e-18,0.365516388462328,0.922,0.979,3.03487870357898e-13,"12","RPS25"
"RPL323",4.91502509320016e-17,0.297968122931945,0.983,0.994,1.64840111575747e-12,"12","RPL32"
"RPLP22",9.3348389724932e-17,0.265220627090581,0.97,0.994,3.13071829459477e-12,"12","RPLP2"
"SELENOM3",1.36193885899731e-16,0.786793094745758,0.66,0.625,4.56767054530519e-12,"12","SELENOM"
"JUN3",1.9343441905956e-16,0.977339370991363,0.61,0.603,6.48740354641951e-12,"12","JUN"
"TIMP33",1.21808145648827e-15,1.13415932506807,0.478,0.406,4.08520158877035e-11,"12","TIMP3"
"ZFP363",1.80074243838417e-15,0.846562759928499,0.573,0.522,6.03932998985283e-11,"12","ZFP36"
"COX7A12",1.81336107828767e-15,1.14561704483201,0.338,0.225,6.08165038436117e-11,"12","COX7A1"
"TPM11",5.96771640754138e-15,1.13055802152644,0.552,0.565,2.00145272876123e-10,"12","TPM1"
"RPL10A3",1.99538172555946e-14,0.314465683528033,0.932,0.964,6.69211123118133e-10,"12","RPL10A"
"PPP1R12B2",2.06938523141091e-14,1.08878588592351,0.28,0.171,6.94030418910591e-10,"12","PPP1R12B"
"C73",3.09087335357448e-14,0.684144744468552,0.545,0.435,1.03661710532181e-09,"12","C7"
"CCDC31",4.71441320045699e-14,1.15884373046102,0.348,0.247,1.58111989916926e-09,"12","CCDC3"
"LGALS15",7.01514941476589e-14,0.495431650761532,0.82,0.896,2.35274081072418e-09,"12","LGALS1"
"RAMP12",1.2077688925244e-13,1.03376366099236,0.378,0.281,4.05061531174833e-09,"12","RAMP1"
"SYNPO23",1.99728971293779e-13,1.09504802036174,0.332,0.228,6.69851023925075e-09,"12","SYNPO2"
"IGFBP44",2.89709766315489e-13,0.446447357400526,0.752,0.771,9.71628614268888e-09,"12","IGFBP4"
"MYL63",2.97087998385863e-13,0.384359044032821,0.93,0.977,9.96373728986508e-09,"12","MYL6"
"RPS93",3.23724367904178e-13,0.28086740964332,0.93,0.978,1.08570678507703e-08,"12","RPS9"
"MDK2",1.24360948896312e-12,0.421105391847847,0.777,0.864,4.17081750408451e-08,"12","MDK"
"SERPING13",4.06995500183952e-12,0.523019763143278,0.725,0.824,1.36498150851694e-07,"12","SERPING1"
"NOP533",4.45238607779035e-12,0.627876947809452,0.688,0.787,1.49324124276933e-07,"12","NOP53"
"RPL344",8.37684547177604e-12,0.282829620714637,0.963,0.985,2.80942643432425e-07,"12","RPL34"
"MGP3",9.17637845225623e-12,0.72145246901817,0.618,0.641,3.0775738053177e-07,"12","MGP"
"RPL352",1.77957041745213e-11,0.263633023755959,0.968,0.99,5.96832326605097e-07,"12","RPL35"
"RPL193",5.55856410904816e-11,0.25434322805642,0.932,0.986,1.86423123089257e-06,"12","RPL19"
"CAVIN14",1.92574649258306e-10,0.917912230363343,0.535,0.567,6.45856858682506e-06,"12","CAVIN1"
"CKB5",2.40095689916393e-10,0.79352837145659,0.58,0.585,8.05232924841598e-06,"12","CKB"
"CCDC803",3.31250649690498e-10,0.873526747916238,0.47,0.435,1.11094842893199e-05,"12","CCDC80"
"FXYD12",4.27500250733742e-10,0.924546457159939,0.352,0.278,1.43375034091082e-05,"12","FXYD1"
"SMTN3",4.60520049916638e-10,1.02308792061275,0.355,0.289,1.54449214341042e-05,"12","SMTN"
"DSTN1",1.07975316989889e-09,0.889434853440155,0.593,0.699,3.62127618120689e-05,"12","DSTN"
"TGFB1I13",1.13209069148994e-09,1.00997344320926,0.35,0.282,3.79680576111895e-05,"12","TGFB1I1"
"AQP12",1.18524149987799e-09,0.954168301039151,0.35,0.278,3.97506294229081e-05,"12","AQP1"
"POLR2A",1.28185900850685e-09,0.256795687354509,0.172,0.382,4.29909874273026e-05,"12","POLR2A"
"IGFBP33",1.46486530573739e-09,0.786511435243229,0.53,0.517,4.91286526238206e-05,"12","IGFBP3"
"KLF42",3.82026146554946e-09,0.904089759395475,0.255,0.174,0.000128123929031598,"12","KLF4"
"DAG12",4.83738265328136e-09,0.258447297188805,0.202,0.419,0.00016223613942575,"12","DAG1"
"LIMS22",6.79918196518601e-09,0.951298840968948,0.292,0.22,0.000228030964748408,"12","LIMS2"
"RPL144",7.15665539796559e-09,0.285248244245414,0.865,0.956,0.00024001990873697,"12","RPL14"
"RPL383",8.17830171628423e-09,0.261084586373787,0.92,0.978,0.000274283882960741,"12","RPL38"
"PFDN53",8.60522638188407e-09,0.403620957998158,0.78,0.905,0.000288602082395628,"12","PFDN5"
"LPP1",1.3367216704771e-08,1.09213400456197,0.395,0.364,0.000448309713844611,"12","LPP"
"LONP2",1.34860201554124e-08,0.25690208411021,0.152,0.33,0.000452294143972222,"12","LONP2"
"CYR615",2.07460014540882e-08,0.850933875450851,0.49,0.482,0.00069577939676721,"12","CYR61"
"PRRC2B",3.04893960725896e-08,0.253171214206608,0.26,0.51,0.00102255336548251,"12","PRRC2B"
"HSPB64",4.01946668027501e-08,0.762417131088627,0.41,0.351,0.00134804873523063,"12","HSPB6"
"IER23",4.42424838863014e-08,0.668221522387189,0.568,0.624,0.00148380442457878,"12","IER2"
"APOD1",4.59907540966112e-08,0.967959639817096,0.262,0.193,0.00154243791089214,"12","APOD"
"HSPB14",4.91297679180154e-08,0.350631218353134,0.818,0.924,0.0016477141564344,"12","HSPB1"
"MFAP43",5.71341916250802e-08,0.779529994789445,0.458,0.429,0.00191616651872194,"12","MFAP4"
"VCL1",6.96057999814735e-08,0.316232604131327,0.238,0.467,0.00233443931977866,"12","VCL"
"TNXB4",9.93196719929459e-08,0.635525700620293,0.392,0.329,0.00333098315929942,"12","TNXB"
"ARHGAP5",1.00805753120635e-07,0.285042674423395,0.132,0.287,0.00338082334815985,"12","ARHGAP5"
"ITGAV",1.11104279438474e-07,0.285464449497036,0.165,0.341,0.00372621532380754,"12","ITGAV"
"SERINC1",1.44663751174372e-07,0.250056920322689,0.272,0.519,0.00485173288688608,"12","SERINC1"
"PCNP",1.64973332585568e-07,0.293182785444822,0.27,0.517,0.00553287562825479,"12","PCNP"
"KIDINS220",1.8536384740934e-07,0.250173906891832,0.158,0.326,0.00621673271441444,"12","KIDINS220"
"PSIP11",1.94426135680527e-07,0.270753803055578,0.15,0.311,0.00652066373845352,"12","PSIP1"
"PRPF81",2.18351660149855e-07,0.275317279168133,0.312,0.584,0.00732307797810582,"12","PRPF8"
"C9orf78",2.40501052750428e-07,0.2740080208864,0.128,0.277,0.00806592430714384,"12","C9orf78"
"MAP42",2.6686297796603e-07,0.266616811190945,0.245,0.473,0.00895005055502471,"12","MAP4"
"KLF63",2.70303124932913e-07,0.260413971032864,0.185,0.365,0.00906542620400002,"12","KLF6"
"C4orf31",2.93399156546749e-07,0.257126325556786,0.315,0.584,0.00984002091226488,"12","C4orf3"
"RARRES23",3.18291457627424e-07,0.470987879420262,0.647,0.701,0.0106748589059085,"12","RARRES2"
"RPL223",5.48634101895125e-07,0.324089779288894,0.797,0.934,0.0184000905093587,"12","RPL22"
"DVL1",1.00830650467726e-06,0.267009545338403,0.135,0.279,0.0338165835538659,"12","DVL1"
"AP2A1",1.08744076145459e-06,0.274401611056944,0.117,0.25,0.036470588257664,"12","AP2A1"
"CAV12",1.16446536079326e-06,0.901172010363246,0.272,0.217,0.0390538392702843,"12","CAV1"
"SYF2",1.18724307854485e-06,0.28687760013236,0.202,0.385,0.0398177583682373,"12","SYF2"
"COQ8A",1.37381142358976e-06,0.250950257616436,0.14,0.285,0.0460748875243532,"12","COQ8A"
